ilNumarasi,birimID,birimAdi
1,1000230,Adana 1. Ağır Ceza Mahkemesi
1,1000231,Adana 2. Ağır Ceza Mahkemesi
1,1000232,Adana 3. Ağır Ceza Mahkemesi
1,1011059,Adana 4. Ağır Ceza Mahkemesi
1,1011060,Adana 5. Ağır Ceza Mahkemesi
1,1040702,Adana 6. Ağır Ceza Mahkemesi
1,1040703,Adana 7. Ağır Ceza Mahkemesi
1,1040704,Adana 8. Ağır Ceza Mahkemesi
1,1036191,Adana 9. Ağır Ceza Mahkemesi
1,1044565,Adana 10. Ağır Ceza Mahkemesi
1,1036855,Adana 11. Ağır Ceza Mahkemesi
1,1049923,Adana 12. Ağır Ceza Mahkemesi
1,1049924,Adana 13. Ağır Ceza Mahkemesi
1,1052879,Adana 14. Ağır Ceza Mahkemesi
1,1066073,Adana 15. Ağır Ceza Mahkemesi
1,1066074,Adana 16. Ağır Ceza Mahkemesi
1,1012084,Adana(Kapatılan) 6. Ağır Ceza Mahkemesi (CMK 250 ile Yetkili)
1,1012085,Adana(Kapatılan) 7. Ağır Ceza Mahkemesi(CMK 250 ile Yetkili)
1,1016136,Adana(Kapatılan) 8. Ağır Ceza Mahkemesi (TMK 10. Maddesi ile Görevli)
1,1036685,Adana(Kapatılan) 10. Ağır Ceza Mahkemesi (TMK 10. Maddesi ile Görevli)
1,1002621,Ceyhan 1. Ağır Ceza Mahkemesi
1,1037775,Ceyhan 2. Ağır Ceza Mahkemesi
1,1006055,Kozan Ağır Ceza Mahkemesi
1,1011019,Adana 1. Aile Mahkemesi
1,1011020,Adana 2. Aile Mahkemesi
1,1011021,Adana 3. Aile Mahkemesi
1,1011022,Adana 4. Aile Mahkemesi
1,1015988,Adana 5. Aile Mahkemesi
1,1029831,Adana 6. Aile Mahkemesi
1,1036211,Adana 7. Aile Mahkemesi
1,1037724,Adana 8. Aile Mahkemesi
1,1037725,Adana 9. Aile Mahkemesi
1,1054480,Adana 10. Aile Mahkemesi
1,1054481,Adana 11. Aile Mahkemesi
1,1054482,Adana 12. Aile Mahkemesi
1,1054483,Adana 13. Aile Mahkemesi
1,1066095,Adana 14. Aile Mahkemesi
1,1066096,Adana 15. Aile Mahkemesi
1,1066097,Adana 16. Aile Mahkemesi
1,1066098,Adana 17. Aile Mahkemesi
1,1066099,Adana 18. Aile Mahkemesi
1,1066100,Adana 19. Aile Mahkemesi
1,1066101,Adana 20. Aile Mahkemesi
1,1012752,Ceyhan Aile Mahkemesi
1,1069855,Ceyhan 2. Aile Mahkemesi
1,1058042,Kozan 1. Aile Mahkemesi
1,1069954,Kozan 2. Aile Mahkemesi
1,1011380,Adana(Kapatılan) 6'ncı Mekanize Piyade Tümen Komutanlığı Askeri Mahkemesi
1,1000234,Adana 1. Asliye Ceza Mahkemesi
1,1000235,Adana 2. Asliye Ceza Mahkemesi
1,1000236,Adana 3. Asliye Ceza Mahkemesi
1,1000237,Adana 4. Asliye Ceza Mahkemesi
1,1000238,Adana 5. Asliye Ceza Mahkemesi
1,1000239,Adana 6. Asliye Ceza Mahkemesi
1,1000240,Adana 7. Asliye Ceza Mahkemesi
1,1000241,Adana 8. Asliye Ceza Mahkemesi
1,1000242,Adana 9. Asliye Ceza Mahkemesi
1,1011061,Adana 10. Asliye Ceza Mahkemesi
1,1011062,Adana 11. Asliye Ceza Mahkemesi
1,1011063,Adana 12. Asliye Ceza Mahkemesi
1,1012625,Adana 13. Asliye Ceza Mahkemesi
1,1025905,Adana 14. Asliye Ceza Mahkemesi
1,1029833,Adana 15. Asliye Ceza Mahkemesi
1,1037716,Adana 16. Asliye Ceza Mahkemesi
1,1037717,Adana 17. Asliye Ceza Mahkemesi
1,1037718,Adana 18. Asliye Ceza Mahkemesi
1,1041108,Adana 19. Asliye Ceza Mahkemesi
1,1041109,Adana 20. Asliye Ceza Mahkemesi
1,1041110,Adana 21. Asliye Ceza Mahkemesi
1,1041111,Adana 22. Asliye Ceza Mahkemesi
1,1041112,Adana 23. Asliye Ceza Mahkemesi
1,1041113,Adana 24. Asliye Ceza Mahkemesi
1,1041114,Adana 25. Asliye Ceza Mahkemesi
1,1041115,Adana 26. Asliye Ceza Mahkemesi
1,1041116,Adana 27. Asliye Ceza Mahkemesi
1,1054466,Adana 28. Asliye Ceza Mahkemesi
1,1054467,Adana 29. Asliye Ceza Mahkemesi
1,1054468,Adana 30. Asliye Ceza Mahkemesi
1,1054469,Adana 31. Asliye Ceza Mahkemesi
1,1054470,Adana 32. Asliye Ceza Mahkemesi
1,1054471,Adana 33. Asliye Ceza Mahkemesi
1,1054472,Adana 34. Asliye Ceza Mahkemesi
1,1054473,Adana 35. Asliye Ceza Mahkemesi
1,1060340,Adana 36. Asliye Ceza Mahkemesi
1,1060341,Adana 37. Asliye Ceza Mahkemesi
1,1060342,Adana 38. Asliye Ceza Mahkemesi
1,1060343,Adana 39. Asliye Ceza Mahkemesi
1,1066075,Adana 40. Asliye Ceza Mahkemesi
1,1066076,Adana 41. Asliye Ceza Mahkemesi
1,1066077,Adana 42. Asliye Ceza Mahkemesi
1,1066078,Adana 43. Asliye Ceza Mahkemesi
1,1066079,Adana 44. Asliye Ceza Mahkemesi
1,1066080,Adana 45. Asliye Ceza Mahkemesi
1,1066081,Adana 46. Asliye Ceza Mahkemesi
1,1066082,Adana 47. Asliye Ceza Mahkemesi
1,1066083,Adana 48. Asliye Ceza Mahkemesi
1,1066084,Adana 49. Asliye Ceza Mahkemesi
1,1066085,Adana 50. Asliye Ceza Mahkemesi
1,1066086,Adana 51. Asliye Ceza Mahkemesi
1,1066087,Adana 52. Asliye Ceza Mahkemesi
1,1066088,Adana 53. Asliye Ceza Mahkemesi
1,1066089,Adana 54. Asliye Ceza Mahkemesi
1,1066090,Adana 55. Asliye Ceza Mahkemesi
1,1066091,Adana 56. Asliye Ceza Mahkemesi
1,1066092,Adana 57. Asliye Ceza Mahkemesi
1,1066093,Adana 58. Asliye Ceza Mahkemesi
1,1066094,Adana 59. Asliye Ceza Mahkemesi
1,1000282,Karaisalı Asliye Ceza Mahkemesi
1,1000292,Karataş Asliye Ceza Mahkemesi
1,1002622,Ceyhan 1. Asliye Ceza Mahkemesi
1,1011445,Ceyhan 2. Asliye Ceza Mahkemesi
1,1016019,Ceyhan 3. Asliye Ceza Mahkemesi
1,1041575,Ceyhan 4. Asliye Ceza Mahkemesi
1,1041576,Ceyhan 5. Asliye Ceza Mahkemesi
1,1057559,Ceyhan 6. Asliye Ceza Mahkemesi
1,1069856,Ceyhan 7. Asliye Ceza Mahkemesi
1,1002638,Yumurtalık Asliye Ceza Mahkemesi
1,1006057,Kozan 1. Asliye Ceza Mahkemesi
1,1037876,Kozan 2. Asliye Ceza Mahkemesi
1,1041657,Kozan 3. Asliye Ceza Mahkemesi
1,1067949,Kozan 4. Asliye Ceza Mahkemesi
1,1067951,Kozan 5. Asliye Ceza Mahkemesi
1,1067952,Kozan 6. Asliye Ceza Mahkemesi
1,1006071,Aladağ Asliye Ceza Mahkemesi
1,1006077,Feke Asliye Ceza Mahkemesi
1,1006083,İmamoğlu Asliye Ceza Mahkemesi
1,1006089,Saimbeyli(Kapatılan) Asliye Ceza Mahkemesi
1,1006096,Tufanbeyli Asliye Ceza Mahkemesi
1,1007899,Pozantı Asliye Ceza Mahkemesi
1,1053187,Adana Bölge Adliye Mahkemesi 1. Ceza Dairesi(İlk Derece)
1,1053188,Adana Bölge Adliye Mahkemesi 2. Ceza Dairesi(İlk Derece)
1,1053189,Adana Bölge Adliye Mahkemesi 3. Ceza Dairesi(İlk Derece)
1,1053190,Adana Bölge Adliye Mahkemesi 4. Ceza Dairesi(İlk Derece)
1,1053191,Adana Bölge Adliye Mahkemesi 5. Ceza Dairesi(İlk Derece)
1,1053192,Adana Bölge Adliye Mahkemesi 6. Ceza Dairesi(İlk Derece)
1,1053193,Adana Bölge Adliye Mahkemesi 7. Ceza Dairesi(İlk Derece)
1,1053194,Adana Bölge Adliye Mahkemesi 8. Ceza Dairesi(İlk Derece)
1,1053195,Adana Bölge Adliye Mahkemesi 9. Ceza Dairesi(İlk Derece)
1,1053196,Adana Bölge Adliye Mahkemesi 10. Ceza Dairesi(İlk Derece)
1,1053576,Adana Bölge Adliye Mahkemesi 11. Ceza Dairesi(İlk Derece)
1,1058955,Adana Bölge Adliye Mahkemesi 12. Ceza Dairesi(İlk Derece)
1,1058956,Adana Bölge Adliye Mahkemesi 13. Ceza Dairesi(İlk Derece)
1,1058957,Adana Bölge Adliye Mahkemesi 14. Ceza Dairesi(İlk Derece)
1,1058958,Adana Bölge Adliye Mahkemesi 15. Ceza Dairesi(İlk Derece)
1,1058959,Adana Bölge Adliye Mahkemesi 16. Ceza Dairesi(İlk Derece)
1,1058960,Adana Bölge Adliye Mahkemesi 17. Ceza Dairesi(İlk Derece)
1,1062922,Adana Bölge Adliye Mahkemesi 18. Ceza Dairesi(İlk Derece)
1,1065107,Adana Bölge Adliye Mahkemesi 19. Ceza Dairesi(İlk Derece)
1,1065108,Adana Bölge Adliye Mahkemesi 20. Ceza Dairesi(İlk Derece)
1,1068893,Adana Bölge Adliye Mahkemesi 21. Ceza Dairesi(İlk Derece)
1,1033669,Adana Bölge Adliye Mahkemesi 1. Ceza Dairesi
1,1033670,Adana Bölge Adliye Mahkemesi 2. Ceza Dairesi
1,1033671,Adana Bölge Adliye Mahkemesi 3. Ceza Dairesi
1,1033672,Adana Bölge Adliye Mahkemesi 4. Ceza Dairesi
1,1033673,Adana Bölge Adliye Mahkemesi 5. Ceza Dairesi
1,1033674,Adana Bölge Adliye Mahkemesi 6. Ceza Dairesi
1,1033675,Adana Bölge Adliye Mahkemesi 7. Ceza Dairesi
1,1033676,Adana Bölge Adliye Mahkemesi 8. Ceza Dairesi
1,1033677,Adana Bölge Adliye Mahkemesi 9. Ceza Dairesi
1,1033678,Adana Bölge Adliye Mahkemesi 10. Ceza Dairesi
1,1033679,Adana Bölge Adliye Mahkemesi 11. Ceza Dairesi
1,1033680,Adana Bölge Adliye Mahkemesi 12. Ceza Dairesi
1,1033681,Adana Bölge Adliye Mahkemesi 13. Ceza Dairesi
1,1033682,Adana Bölge Adliye Mahkemesi 14. Ceza Dairesi
1,1033683,Adana Bölge Adliye Mahkemesi 15. Ceza Dairesi
1,1033684,Adana Bölge Adliye Mahkemesi 16. Ceza Dairesi
1,1054867,Adana Bölge Adliye Mahkemesi 17. Ceza Dairesi
1,1054868,Adana Bölge Adliye Mahkemesi 18. Ceza Dairesi
1,1054869,Adana Bölge Adliye Mahkemesi 19. Ceza Dairesi
1,1054870,Adana Bölge Adliye Mahkemesi 20. Ceza Dairesi
1,1065698,Adana Bölge Adliye Mahkemesi 21. Ceza Dairesi
1,1065699,Adana Bölge Adliye Mahkemesi 22. Ceza Dairesi
1,1070214,Adana Bölge Adliye Mahkemesi 23. Ceza Dairesi
1,1070215,Adana Bölge Adliye Mahkemesi 24. Ceza Dairesi
1,1070216,Adana Bölge Adliye Mahkemesi 25. Ceza Dairesi
1,1070217,Adana Bölge Adliye Mahkemesi 26. Ceza Dairesi
1,1070218,Adana Bölge Adliye Mahkemesi 27. Ceza Dairesi
1,1070219,Adana Bölge Adliye Mahkemesi 28. Ceza Dairesi
1,1070220,Adana Bölge Adliye Mahkemesi 29. Ceza Dairesi
1,1033685,Adana Bölge Adliye Mahkemesi 1. Hukuk Dairesi
1,1033686,Adana Bölge Adliye Mahkemesi 2. Hukuk Dairesi
1,1033687,Adana Bölge Adliye Mahkemesi 3. Hukuk Dairesi
1,1033688,Adana Bölge Adliye Mahkemesi 4. Hukuk Dairesi
1,1033689,Adana Bölge Adliye Mahkemesi 5. Hukuk Dairesi
1,1033690,Adana Bölge Adliye Mahkemesi 6. Hukuk Dairesi
1,1033691,Adana Bölge Adliye Mahkemesi 7. Hukuk Dairesi
1,1033692,Adana Bölge Adliye Mahkemesi 8. Hukuk Dairesi
1,1033693,Adana Bölge Adliye Mahkemesi 9. Hukuk Dairesi
1,1033694,Adana Bölge Adliye Mahkemesi 10. Hukuk Dairesi
1,1033695,Adana Bölge Adliye Mahkemesi 11. Hukuk Dairesi
1,1033696,Adana Bölge Adliye Mahkemesi 12. Hukuk Dairesi
1,1033697,Adana Bölge Adliye Mahkemesi 13. Hukuk Dairesi
1,1062556,Adana Bölge Adliye Mahkemesi 14. Hukuk Dairesi
1,1064786,Adana Bölge Adliye Mahkemesi 15. Hukuk Dairesi
1,1065700,Adana Bölge Adliye Mahkemesi 16. Hukuk Dairesi
1,1067589,Adana Bölge Adliye Mahkemesi 17. Hukuk Dairesi
1,1067590,Adana Bölge Adliye Mahkemesi 18. Hukuk Dairesi
1,1070221,Adana Bölge Adliye Mahkemesi 19. Hukuk Dairesi
1,1070222,Adana Bölge Adliye Mahkemesi 20. Hukuk Dairesi
1,1070223,Adana Bölge Adliye Mahkemesi 21. Hukuk Dairesi
1,1070224,Adana Bölge Adliye Mahkemesi 22. Hukuk Dairesi
1,1058234,Adana Bölge İdare Mahkemesi Başkanlar Kurulu
1,1058235,Adana 1. İdari Dava Dairesi
1,1058236,Adana 2. İdari Dava Dairesi
1,1058237,Adana 3. İdari Dava Dairesi
1,1058238,Adana 4. İdari Dava Dairesi
1,1064875,Adana 5. İdari Dava Dairesi
1,1064876,Adana 6. İdari Dava Dairesi
1,1058239,Adana 1. Vergi Dava Dairesi
1,1058240,Adana 2. Vergi Dava Dairesi
1,1058241,Adana 3. Vergi Dava Dairesi
1,1054950,Adana Çocuk Ağır Ceza Mahkemesi
1,1013977,Adana 1. Çocuk Mahkemesi
1,1013978,Adana 2. Çocuk Mahkemesi
1,1036370,Adana 3. Çocuk Mahkemesi
1,1036371,Adana 4. Çocuk Mahkemesi
1,1037720,Adana 5. Çocuk Mahkemesi
1,1024278,Adana 1. İcra Ceza Mahkemesi
1,1024280,Adana 2. İcra Ceza Mahkemesi
1,1024282,Adana 3. İcra Ceza Mahkemesi
1,1024283,Adana 4. İcra Ceza Mahkemesi
1,1024285,Adana(Kapatılan) 5. İcra Ceza Mahkemesi
1,1052983,Adana 5. İcra Ceza Mahkemesi
1,1054065,Adana 6. İcra Ceza Mahkemesi
1,1054479,Adana 7. İcra Ceza Mahkemesi
1,3009097,Adana İcra Ceza Mahkemesi
1,3009099,Karaisalı İcra Ceza Mahkemesi
1,3009101,Karataş İcra Ceza Mahkemesi
1,3009448,Ceyhan İcra Ceza Mahkemesi
1,1015817,(Kapatılan)Ceyhan (İcra Ceza) 2. Asliye Hukuk Mahkemesi
1,3009450,Yumurtalık İcra Ceza Mahkemesi
1,3009974,Kozan İcra Ceza Mahkemesi
1,1027078,(Kapatılan)Kozan 2. Asliye Hukuk (İcra Ceza) Mahkemesi
1,3009976,Aladağ İcra Ceza Mahkemesi
1,3009978,Feke İcra Ceza Mahkemesi
1,3009980,İmamoğlu İcra Ceza Mahkemesi
1,3009982,Saimbeyli(Kapatılan) İcra Ceza Mahkemesi
1,3009984,Tufanbeyli İcra Ceza Mahkemesi
1,3010312,Pozantı İcra Ceza Mahkemesi
1,1024279,Adana 1. İcra Hukuk Mahkemesi
1,1024287,Adana 2. İcra Hukuk Mahkemesi
1,1024281,Adana 3. İcra Hukuk Mahkemesi
1,1024284,Adana 4. İcra Hukuk Mahkemesi
1,1024286,Adana 5. İcra Hukuk Mahkemesi
1,1054064,Adana 6. İcra Hukuk Mahkemesi
1,1054478,Adana 7. İcra Hukuk Mahkemesi
1,3009098,Adana İcra Hukuk Mahkemesi
1,3009100,Karaisalı İcra Hukuk Mahkemesi
1,3009102,Karataş İcra Hukuk Mahkemesi
1,3009449,Ceyhan İcra Hukuk Mahkemesi
1,1015818,(Kapatılan)Ceyhan (İcra Hukuk) 2. Asliye Hukuk Mahkemesi
1,3009451,Yumurtalık İcra Hukuk Mahkemesi
1,3009975,Kozan İcra Hukuk Mahkemesi
1,1027079,(Kapatılan)Kozan 2. Asliye Hukuk (İcra Hukuk) Mahkemesi
1,3009977,Aladağ İcra Hukuk Mahkemesi
1,3009979,Feke İcra Hukuk Mahkemesi
1,3009981,İmamoğlu İcra Hukuk Mahkemesi
1,3009983,Saimbeyli(Kapatılan) İcra Hukuk Mahkemesi
1,3009985,Tufanbeyli İcra Hukuk Mahkemesi
1,3010313,Pozantı İcra Hukuk Mahkemesi
1,1000262,Adana 1. İcra Mahkemesi
1,1000263,Adana 2. İcra Mahkemesi
1,1011255,Adana 3. İcra Mahkemesi
1,1011256,Adana 4. İcra Mahkemesi
1,1012812,Adana 5. İcra Mahkemesi
1,1054457,Adana 6. İcra Mahkemesi
1,1054477,Adana 7. İcra Mahkemesi
1,1013042,Ceyhan İcra Mahkemesi
1,1014219,Kozan İcra Mahkemesi(Müstemir Yetkili)
1,1008916,Adana 1. İdare Mahkemesi
1,1008917,Adana 2. İdare Mahkemesi
1,1044101,Adana 3. İdare Mahkemesi
1,1064847,Adana 4. İdare Mahkemesi
1,1064848,Adana 5. İdare Mahkemesi
1,1000264,Adana 1. İnfaz Hâkimliği
1,1037719,Adana 2. İnfaz Hâkimliği
1,1060344,Adana 3. İnfaz Hâkimliği
1,1060345,Adana 4. İnfaz Hâkimliği
1,1002629,Ceyhan İnfaz Hâkimliği
1,1006064,Kozan İnfaz Hakimliği
1,1000260,Adana 1. İş Mahkemesi
1,1000261,Adana 2. İş Mahkemesi
1,1012626,Adana 3. İş Mahkemesi
1,1019736,Adana 4. İş Mahkemesi
1,1029832,Adana 5. İş Mahkemesi
1,1036373,Adana 6. İş Mahkemesi
1,1037727,Adana 7. İş Mahkemesi
1,1050267,Adana 8. İş Mahkemesi
1,1057479,Adana 9. İş Mahkemesi
1,1060348,Adana 10. İş Mahkemesi
1,1060349,Adana 11. İş Mahkemesi
1,1060350,Adana 12. İş Mahkemesi
1,1060351,Adana 13. İş Mahkemesi
1,1060352,Adana 14. İş Mahkemesi
1,1060353,Adana 15. İş Mahkemesi
1,1066102,Adana 16. İş Mahkemesi
1,1066103,Adana 17. İş Mahkemesi
1,1066104,Adana 18. İş Mahkemesi
1,1066105,Adana 19. İş Mahkemesi
1,1058035,Ceyhan 1. İş Mahkemesi
1,1066766,Ceyhan 2. İş Mahkemesi
1,1066767,Ceyhan 3. İş Mahkemesi
1,1069955,Kozan İş Mahkemesi
1,1000259,Adana Kadastro Mahkemesi
1,1007900,Pozantı(Kapatılan) Kadastro Mahkemesi
1,1000286,Karaisalı(Kapatılan) Kadastro Mahkemesi
1,1000293,Karataş(Kapatılan) Kadastro Mahkemesi
1,1002627,Ceyhan Kadastro Mahkemesi
1,1002628,Ceyhan 2. Kadastro Mahkemesi
1,1002639,Yumurtalık(Kapatılan) Kadastro Mahkemesi
1,1006062,Kozan 1.Kadastro Mahkemesi
1,1006063,Kozan 2. Kadastro Mahkemesi
1,1006072,Aladağ(Kapatılan) Kadastro Mahkemesi
1,1006078,Feke(Kapatılan) Kadastro Mahkemesi
1,1006084,İmamoğlu(Kapatılan) Kadastro Mahkemesi
1,1006090,Saimbeyli(Kapatılan) Kadastro Mahkemesi
1,1041412,Adana 1. Sulh Ceza Hâkimliği
1,1041413,Adana 2. Sulh Ceza Hâkimliği
1,1041414,Adana 3. Sulh Ceza Hâkimliği
1,1041415,Adana 4. Sulh Ceza Hâkimliği
1,1041416,Adana 5. Sulh Ceza Hâkimliği
1,1052982,Adana 6. Sulh Ceza Hâkimliği
1,1045984,Adana 9. Sulh Ceza Hâkimliği
1,1045985,Adana 10. Sulh Ceza Hâkimliği
1,1043368,Adana(Kapatılan) 6. Sulh Ceza Hâkimliği
1,1045721,Adana(Kapatılan) 7. Sulh Ceza Hâkimliği
1,1045983,Adana(Kapatılan) 8. Sulh Ceza Hâkimliği
1,1041760,Karaisalı Sulh Ceza Hâkimliği
1,1041761,Karataş Sulh Ceza Hâkimliği
1,1041577,Ceyhan Sulh Ceza Hâkimliği
1,1064503,Ceyhan 2. Sulh Ceza Hâkimliği
1,1041889,Yumurtalık Sulh Ceza Hâkimliği
1,1041658,Kozan Sulh Ceza Hâkimliği
1,1042092,Aladağ Sulh Ceza Hâkimliği
1,1042094,Feke Sulh Ceza Hâkimliği
1,1042095,İmamoğlu Sulh Ceza Hâkimliği
1,1042096,Tufanbeyli Sulh Ceza Hâkimliği
1,1042033,Pozantı Sulh Ceza Hâkimliği
1,1000243,Adana(Kapatılan) 1. Sulh Ceza Mahkemesi
1,1000244,Adana(Kapatılan) 2. Sulh Ceza Mahkemesi
1,1000245,Adana(Kapatılan) 3. Sulh Ceza Mahkemesi
1,1000246,Adana(Kapatılan) 4. Sulh Ceza Mahkemesi
1,1000247,Adana(Kapatılan) 5. Sulh Ceza Mahkemesi
1,1031513,Adana(Kapatılan) 6. Sulh Ceza Mahkemesi
1,1036374,Adana(Kapatılan) 7. Sulh Ceza Mahkemesi
1,1036375,Adana(Kapatılan) 8. Sulh Ceza Mahkemesi
1,1036376,Adana(Kapatılan) 9. Sulh Ceza Mahkemesi
1,1036377,Adana(Kapatılan) 10. Sulh Ceza Mahkemesi
1,1037721,Adana(Kapatılan) 11. Sulh Ceza Mahkemesi
1,1000283,Karaisalı(Kapatılan) Sulh Ceza Mahkemesi
1,1012813,Karataş(Kapatılan) Sulh Ceza Mahkemesi
1,1002623,Ceyhan(Kapatılan) 1. Sulh Ceza Mahkemesi
1,1032202,Ceyhan(Kapatılan) 2. Sulh Ceza Mahkemesi
1,1036702,Ceyhan(Kapatılan) 3. Sulh Ceza Mahkemesi
1,1013043,Yumurtalık(Kapatılan) Sulh Ceza Mahkemesi
1,1006058,Kozan(Kapatılan) 1. Sulh Ceza Mahkemesi
1,1037877,Kozan(Kapatılan) 2. Sulh Ceza Mahkemesi
1,1013451,Aladağ(Kapatılan) Sulh Ceza Mahkemesi
1,1013454,Feke(Kapatılan) Sulh Ceza Mahkemesi
1,1013457,İmamoğlu(Kapatılan) Sulh Ceza Mahkemesi
1,1013460,Saimbeyli(Kapatılan) Sulh Ceza Mahkemesi
1,1013463,Tufanbeyli(Kapatılan) Sulh Ceza Mahkemesi
1,1013734,Pozantı(Kapatılan) Sulh Ceza Mahkemesi
1,1000255,Adana 1. Sulh Hukuk Mahkemesi
1,1000256,Adana 2. Sulh Hukuk Mahkemesi
1,1000257,Adana 3. Sulh Hukuk Mahkemesi
1,1000258,Adana 4. Sulh Hukuk Mahkemesi
1,1015990,Adana 5. Sulh Hukuk Mahkemesi
1,1036372,Adana 6. Sulh Hukuk Mahkemesi
1,1052880,Adana 7. Sulh Hukuk Mahkemesi
1,1054484,Adana 8. Sulh Hukuk Mahkemesi
1,1054485,Adana 9. Sulh Hukuk Mahkemesi
1,1066106,Adana 10. Sulh Hukuk Mahkemesi
1,1066107,Adana 11. Sulh Hukuk Mahkemesi
1,1066108,Adana 12. Sulh Hukuk Mahkemesi
1,1066109,Adana 13. Sulh Hukuk Mahkemesi
1,1066110,Adana 14. Sulh Hukuk Mahkemesi
1,1066111,Adana 15. Sulh Hukuk Mahkemesi
1,1066112,Adana 16. Sulh Hukuk Mahkemesi
1,1066113,Adana 17. Sulh Hukuk Mahkemesi
1,1066114,Adana 18. Sulh Hukuk Mahkemesi
1,1066115,Adana 19. Sulh Hukuk Mahkemesi
1,1000285,Karaisalı Sulh Hukuk Mahkemesi
1,1012815,Karataş Sulh Hukuk Mahkemesi
1,1002626,Ceyhan 1. Sulh Hukuk Mahkemesi
1,1066768,Ceyhan 2. Sulh Hukuk Mahkemesi
1,1066769,Ceyhan 3. Sulh Hukuk Mahkemesi
1,1013044,Yumurtalık Sulh Hukuk Mahkemesi
1,1006061,Kozan 1. Sulh Hukuk Mahkemesi
1,1067954,Kozan 2. Sulh Hukuk Mahkemesi
1,1067956,Kozan 3. Sulh Hukuk Mahkemesi
1,1013453,Aladağ Sulh Hukuk Mahkemesi
1,1013456,Feke Sulh Hukuk Mahkemesi
1,1013459,İmamoğlu Sulh Hukuk Mahkemesi
1,1013462,Saimbeyli(Kapatılan) Sulh Hukuk Mahkemesi
1,1013465,Tufanbeyli Sulh Hukuk Mahkemesi
1,1013736,Pozantı Sulh Hukuk Mahkemesi
1,1000233,Adana 1. Asliye Ticaret Mahkemesi
1,1010801,Adana 2. Asliye Ticaret Mahkemesi
1,1034125,Adana 3. Asliye Ticaret Mahkemesi
1,1036192,Adana(Kapatılan) 4. Asliye Ticaret Mahkemesi
1,1037722,Adana(Kapatılan) 5. Asliye Ticaret Mahkemesi
1,1039070,Adana(Kapatılan) 6. Asliye Ticaret Mahkemesi
1,1036820,Adana 1 No'lu Hakimlik (TMK 10. Maddesi ile Görevli)
1,1036821,Adana 2 No'lu Hakimlik (TMK 10. Maddesi ile Görevli)
1,1036822,Adana 3 No'lu Hakimlik (TMK 10. Maddesi ile Görevli)
1,1011181,Adana 1. Tüketici Mahkemesi
1,1015989,Adana 2. Tüketici Mahkemesi
1,1037726,Adana 3. Tüketici Mahkemesi
1,1039121,Adana 4. Tüketici Mahkemesi
1,1040781,Adana 5. Tüketici Mahkemesi
1,1040782,Adana(Kapatılan) 6. Tüketici Mahkemesi
1,1008918,Adana 1. Vergi Mahkemesi
1,1008919,Adana 2. Vergi Mahkemesi
2,1000300,Adıyaman 1. Ağır Ceza Mahkemesi
2,1048769,Adıyaman 2. Ağır Ceza Mahkemesi
2,1064465,Adıyaman 3. Ağır Ceza Mahkemesi
2,1025906,Adıyaman(Kapatılan) 2. Ağır Ceza Mahkemesi
2,1070295,Kahta Ağır Ceza Mahkemesi
2,1036378,Adıyaman 1. Aile Mahkemesi
2,1062201,Adıyaman 2. Aile Mahkemesi
2,1066126,Adıyaman 3. Aile Mahkemesi
2,1066127,Adıyaman 4. Aile Mahkemesi
2,1066040,Kahta Aile Mahkemesi
2,1000301,Adıyaman 1. Asliye Ceza Mahkemesi
2,1011182,Adıyaman 2. Asliye Ceza Mahkemesi
2,1037728,Adıyaman 3. Asliye Ceza Mahkemesi
2,1044079,Adıyaman 4. Asliye Ceza Mahkemesi
2,1053723,Adıyaman 5. Asliye Ceza Mahkemesi
2,1066116,Adıyaman 6. Asliye Ceza Mahkemesi
2,1066117,Adıyaman 7. Asliye Ceza Mahkemesi
2,1066118,Adıyaman 8. Asliye Ceza Mahkemesi
2,1066119,Adıyaman 9. Asliye Ceza Mahkemesi
2,1000317,Besni 1. Asliye Ceza Mahkemesi
2,1066129,Besni 2. Asliye Ceza Mahkemesi
2,1000326,Çelikhan(Kapatılan) Asliye Ceza Mahkemesi
2,1000333,Gerger Asliye Ceza Mahkemesi
2,1000339,Gölbaşı(Adıyaman) 1. Asliye Ceza Mahkemesi
2,1066130,Gölbaşı(Adıyaman) 2. Asliye Ceza Mahkemesi
2,1000349,Kahta 1. Asliye Ceza Mahkemesi
2,1044081,Kahta 2. Asliye Ceza Mahkemesi
2,1066131,Kahta 3. Asliye Ceza Mahkemesi
2,3001951,Samsat(Kapatılan) Asliye Ceza Mahkemesi
2,3001975,Sincik(Kapatılan) Asliye Ceza Mahkemesi
2,3001979,Tut(Kapatılan) Asliye Ceza Mahkemesi
2,3009103,Adıyaman İcra Ceza Mahkemesi
2,3009105,Besni İcra Ceza Mahkemesi
2,3009107,Çelikhan(Kapatılan) İcra Ceza Mahkemesi
2,3009109,Gerger İcra Ceza Mahkemesi
2,3009111,Gölbaşı(Adıyaman) İcra Ceza Mahkemesi
2,3009113,Kahta İcra Ceza Mahkemesi
2,1053912,(Kapatılan)Kahta (İcra Ceza) 2. Asliye Hukuk Mahkemesi
2,1069051,Kahta(Kapatılan) (İcra Ceza) 3. Asliye Hukuk Mahkemesi
2,3009104,Adıyaman İcra Hukuk Mahkemesi
2,3009106,Besni İcra Hukuk Mahkemesi
2,3009108,Çelikhan(Kapatılan) İcra Hukuk Mahkemesi
